Internal - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Robots 2,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Text Ratio,Crawl Depth,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Hash,Response Time,Last Modified,Redirect URI,Redirect Type,view_count 1,video_title 1,update_date 1,channel_info 1,URL Encoded Address,,,,
https://www.youtube.com/watch?v=BopFJhP0O_U,text/html, charset=utf-8,200,OK,G2 vs SKT [MSI 2019][10.05.2019][Group Stage] - YouTube,55,481,Vietnam Esports là đơn vị duy nhất giữ bản quyền sản xuất toàn bộ giải đấu chuyên nghiệp LMHT tại VN. #MSI #WeAreVCS VETV7 là kênh truyền hình thể thao điện ...,160,977,"LMHT, LOL, League, of, Legends, VCS, FFQ, GAM, EVS, PVB, SGD, MSI, SKT, VETV7, VETV",83,Video này không sẵn có.,23,G2 vs SKT [MSI 2019][10.05.2019][Group Stage],45,,0,,0,,,,https://www.youtube.com/watch?v=BopFJhP0O_U,204005,1016,2.5886366,3,254,127,0.07,67,41,10,7,2e54320cdc910dee02ffd205442e7db7,0.23,,,,124.866 lượt xem,"
    G2 vs SKT [MSI 2019][10.05.2019][Group Stage]
  ","Xuất bản 10 thg 5, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDcQ4TkiEwiO0b-HoZPiAhUzxkwCHXb-DuYo-B0"" href=""/channel/UCXF4WjTCUQSmGapnNEZzbYw"">VETV7 ESPORTS</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=BopFJhP0O_U,,,
https://www.youtube.com/watch?v=wHX8_JwxPoQ,text/html, charset=utf-8,200,OK,BTS (방탄소년단) 'Make It Right' MV - YouTube,40,360,BTS (방탄소년단) 'Make It Right' MV BigHit Entertainment. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by BigHit...,160,926,,0,Video này không sẵn có.,23,BTS (방탄소년단) 'Make It Right' MV,30,Bản phiên âm,12,,0,,,,https://www.youtube.com/watch?v=wHX8_JwxPoQ,216121,814,2.1501844,3,14,7,0,71,46,11,8,a6dcad5f90c0fca79c47458175fa370b,0.232,,,,2.320.032 lượt xem,"
    BTS (방탄소년단) 'Make It Right' MV
  ","Đã công chiếu vào 19 thg 4, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CD8Q4TkiEwjevr-HoZPiAhWRBSoKHXTQD4ko-B0"" href=""/channel/UCxy1uP-EH7_BFBEi3YwX2mw"">BANGTANFM</a>
  ",https://www.youtube.com/watch?v=wHX8_JwxPoQ,,,
https://www.youtube.com/channel/UCpnQwjzvDm1MOMtZV2zkVpA,text/html, charset=utf-8,200,OK,Garena Liên Quân Mobile - YouTube,33,296,"Garena Liên Quân Mobile là game mobile eSports đỉnh cao của dòng game MOBA 5v5 phổ biến trên thế giới. Với thao tác dễ dàng, lối chơi quen thuộc, và hệ thống...",160,962,"""liên quân"" Garena ""garena liên quân"" ""liên quân mobile"" ""lien quan"" ""moba viet"" ""arena of valor"" aov ""aov mobile"" ""Vietnam esports tv"" rov ""garena rov"" ""glory of kings""",169,Garena Liên Quân Mobile,23,,0,Garena Liên Quân Mobile,23,Trang chủ,10,,,,https://www.youtube.com/channel/UCpnQwjzvDm1MOMtZV2zkVpA,688074,4604,3.297029,3,7284,2530,1.48,372,155,12,12,bbf181fbe010c6b6f45e33b0c3d9087,1.073,,,,,,,,https://www.youtube.com/channel/UCpnQwjzvDm1MOMtZV2zkVpA,,,
https://www.youtube.com/channel/UCT_zwsWoPyHWng-NPV-OC-A,text/html, charset=utf-8,200,OK,HA Movie - YouTube,18,167,,0,0,"video, chia sẻ, điện thoại chụp ảnh, điện thoại video, miễn phí, tải lên",72,HA Movie,8,,0,HA Movie,8,Trang chủ,10,,,,https://www.youtube.com/channel/UCT_zwsWoPyHWng-NPV-OC-A,206766,856,1.9446728,3,220,69,0.04,83,55,6,6,de4b8805c54ea409327619bd9dc4be42,0.566,,,,,,,,https://www.youtube.com/channel/UCT_zwsWoPyHWng-NPV-OC-A,,,
https://www.youtube.com/channel/UC7nMrW3baKp0dA5Tz9ulVYQ,text/html, charset=utf-8,200,OK,Thuy Nga - YouTube,18,169,"Thuy Nga Paris By Night Official Site Thuy Nga is the number one recording company, providing state-of-the art music videos performed by the top Vietnamese a...",160,938,Thuy Nga,8,Thuy Nga,8,,0,Thuy Nga,8,Trang chủ,10,,,,https://www.youtube.com/channel/UC7nMrW3baKp0dA5Tz9ulVYQ,727465,4227,2.7407506,3,3261,960,0.56,378,148,13,13,47a90cf7a941c857155c75309c3dbeca,1.261,,,,,,,,https://www.youtube.com/channel/UC7nMrW3baKp0dA5Tz9ulVYQ,,,
https://www.youtube.com/channel/UCAml1Hqu4LW36B3yEtQg8Fw,text/html, charset=utf-8,200,OK,FUNNY GAMING TV - YouTube,25,256,"Xem là cười, mà cười là phải xem. Mình mong muốn sau mỗi ngày làm việc mệt nhọc và căng thẳng , các bạn sẽ có những tiếng cười sảng khoái khi xem những Clip ...",160,982,Funny Gaming Tv,15,FUNNY GAMING TV,15,,0,FUNNY GAMING TV,15,Trang chủ,10,,,,https://www.youtube.com/channel/UCAml1Hqu4LW36B3yEtQg8Fw,315121,1448,2.2782874,3,1521,443,0.26,103,62,15,14,813be28929386cbcc91ec46d341ba01a,0.751,,,,,,,,https://www.youtube.com/channel/UCAml1Hqu4LW36B3yEtQg8Fw,,,
https://www.youtube.com/watch?v=1cE5OWuuxe0,text/html, charset=utf-8,200,OK,Ninh Dương Lan Ngọc Mê Trai Vượt Mặt Hội Chị Em Hương Giang- Lâm Vỹ Dạ | Hài Quý Ông Đại Chiến 2019 - YouTube,109,975,Ninh Dương Lan Ngọc Mê Trai Vượt Mặt Hội Chị Em Hương Giang- Lâm Vỹ Dạ | Hài Quý Ông Đại Chiến 2019 Xem thêm tai: https://bit.ly/2VgBuvO #HoaiLinh #TranThanh...,160,1001,"VieShow, Game Show Việt, Game Show Viet, Hài Mới 2019, Hai Moi 2019, Trấn Thành, Tran Thanh, Trường GIang, Truong Giang, Hài Trấn Thành 2019, Hai Tran Thanh ...",160,Video này không sẵn có.,23,Ninh Dương Lan Ngọc Mê Trai Vượt Mặt Hội Chị Em Hương Giang- Lâm Vỹ Dạ | Hài Quý Ông Đại Chiến 2019,99,,0,,0,,,,https://www.youtube.com/watch?v=1cE5OWuuxe0,207792,1071,2.6155963,3,46,23,0.01,77,52,10,7,e910d7013d1d7ec656f75ceda39fe030,0.126,,,,2.186.310 lượt xem,"
    Ninh Dương Lan Ngọc Mê Trai Vượt Mặt Hội Chị Em Hương Giang- Lâm Vỹ Dạ | Hài Quý Ông Đại Chiến 2019
  ","Xuất bản 1 thg 4, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDoQ4TkiEwjcu76IoZPiAhUQbosKHR3mCk0o-B0"" href=""/channel/UCzpv5GkSbYqkFdC_lOOi4aQ"">VieShows</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=1cE5OWuuxe0,,,
https://www.youtube.com/watch?v=Mpkx1c-zxqg,text/html, charset=utf-8,200,OK,LIÊN QUÂN MOBILE | Trải nghiệm Skin mới vừa ra mắt Quillen Thống Soái Đế Chế cùng FUNNY GAMING TV - YouTube,107,974,LIÊN QUÂN MOBILE | Trải nghiệm Skin mới vừa ra mắt Quillen Thống Soái Đế Chế cùng FUNNY GAMING TV ❤Các bạn tải ứng dụng Nonolive về và tìm ID của mình bên dư...,160,1014,"quillen, quillen thống soái, quillen thống soái đế chế, quillen liên quân, quillen liên quân mobile, quillen funny, quillen funny gaming tv, quillen moba vie...",160,Video này không sẵn có.,23,LIÊN QUÂN MOBILE | Trải nghiệm Skin mới vừa ra mắt Quillen Thống Soái Đế Chế cùng FUNNY GAMING TV,97,,0,,0,,,,https://www.youtube.com/watch?v=Mpkx1c-zxqg,215451,1178,2.7958398,3,468,234,0.14,71,44,10,7,e7801d2a2411b3ca8d0371ba56a06645,0.217,,,,284.616 lượt xem,"
    LIÊN QUÂN MOBILE | Trải nghiệm Skin mới vừa ra mắt Quillen Thống Soái Đế Chế cùng FUNNY GAMING TV
  ","Xuất bản 10 thg 5, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDsQ4TkiEwjxusiIoZPiAhUWtVgKHaf1A4Io-B0"" href=""/channel/UCAml1Hqu4LW36B3yEtQg8Fw"">FUNNY GAMING TV</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=Mpkx1c-zxqg,,,
https://www.youtube.com/channel/UCAyLr0GGU1CkYkpZLxRLKJg,text/html, charset=utf-8,200,OK,Manh Linh Nguyen - YouTube,26,241,"Kênh giải trí, phim hành động,",30,173,"""phim hành động"" ""giải trí""",27,Manh Linh Nguyen,16,,0,Manh Linh Nguyen,16,Trang chủ,10,,,,https://www.youtube.com/channel/UCAyLr0GGU1CkYkpZLxRLKJg,153558,454,1.4229151,3,69,23,0.01,58,38,6,6,67c2140fb07f2b7060918de188a728ca,0.673,,,,,,,,https://www.youtube.com/channel/UCAyLr0GGU1CkYkpZLxRLKJg,,,
https://www.youtube.com/channel/UCdSXHCAntcnNkxQvuawegkw,text/html, charset=utf-8,200,OK,Pasal English - YouTube,23,199,"Tổ chức đào tạo tiếng Anh giao tiếp Pasal là một trong những đơn vị uy tín hàng đầu trong lĩnh vực đào tạo tiếng Anh giao tiếp dành cho học sinh, sinh viên v...",160,920,"""Tiếng anh giao tiếp"" ""học tiếng anh giao tiếp"" ""tieng anh giao tiep hoc"" ""tieng anh giao tiep"" ""tiếng anh"" ""học tiếng anh"" ""hoc tieng anh"" ""hoc tieng anh online"" ""học tiếng anh online"" ""học tiếng anh cơ bản"" ""hoc tieng anh co ban"" ""ngữ pháp"" ""tiếng anh cơ bản học"" ""phát âm tiếng anh"" ""phat am tieng anh"" pasal ""learning english"" ""how i met your mother pasal"" ""effortless english"" ""luyện nghe tiếng anh"" ""học tiếng anh qua phim""",429,Pasal English,13,,0,Pasal English,13,Trang chủ,10,,,,https://www.youtube.com/channel/UCdSXHCAntcnNkxQvuawegkw,708955,4358,2.9353445,3,2548,596,0.35,357,149,12,11,d1d47408ff524fd94529d9c4fadea800,1.452,,,,,,,,https://www.youtube.com/channel/UCdSXHCAntcnNkxQvuawegkw,,,
https://www.youtube.com/channel/UCwmGtR0_8bKjGZDOxcRCHag,text/html, charset=utf-8,200,OK,Cua Mề - YouTube,16,153,"Kênh chuyên đăng tải những clip nhạc chế, parody... hot nhất của Kem Xôi TV. Siêu hay siêu hot, đảm bảo lầy lội và hài đúng chất ""Kem Xôi"". Đừng ấn Subcribe ...",160,949,"kemxoitv parody ""nhac che"" ""phim ca nhac""",41,Cua Mề,6,,0,Cua Mề,6,Trang chủ,10,,,,https://www.youtube.com/channel/UCwmGtR0_8bKjGZDOxcRCHag,345195,1832,2.407335,3,144,49,0.03,126,61,8,8,709c4834426fee80e428e2d2c0d52c7f,0.779,,,,,,,,https://www.youtube.com/channel/UCwmGtR0_8bKjGZDOxcRCHag,,,
https://www.youtube.com/watch?v=fxfr8mbhm0c,text/html, charset=utf-8,200,OK,15 cách đơn giản để giảm cân trong 2 tuần - YouTube,60,430,Có cách nào khác để giảm cân ngoài ăn kiêng và tập thể dục không? Điều gì ngăn cản bạn đạt được dáng vóc mơ ước? Giảm cân không phải lúc nào cũng là ăn kiêng...,160,982,"Tích cực sáng tạo, Luôn tích cực, Brightside Vietnamese, mỡ cơ thể, mỡ bụng, tiêu hóa nhanh, cách giảm cân, giảm cân, lấy lại vóc dáng, thân hình hoàn hảo, c...",160,Video này không sẵn có.,23,15 cách đơn giản để giảm cân trong 2 tuần,41,,0,,0,,,,https://www.youtube.com/watch?v=fxfr8mbhm0c,203690,1609,3.6580098,3,29,8,0,73,37,10,7,5b344ef0439f0dcc11fb4b7b0705bd77,0.148,,,,101.709 lượt xem,"
    15 cách đơn giản để giảm cân trong 2 tuần
  ","Xuất bản 26 thg 3, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDgQ4TkiEwjFo6mJoZPiAhUzxkwCHczjBHQo-B0"" href=""/channel/UChQtq0f3T1peK2w4olNyWYw"">Soi Sáng</a>
  ",https://www.youtube.com/watch?v=fxfr8mbhm0c,,,
https://www.youtube.com/watch?v=fukBfCiKS6c,text/html, charset=utf-8,200,OK,Phim hành động Lý Liên Kiệt ~Cận vệ siêu đỉnh ~ [FullHD] - YouTube,66,555,"Phim hành động Lý Liên Kiệt, Siêu cận vệ, phim hành động tâm lý hay nhất, Lý liên kiệt cực hay",94,559,"cận vệ đỉnh cao, siêu cận vệ, bảo vệ người đẹp",46,Video này không sẵn có.,23,Phim hành động Lý Liên Kiệt ~Cận vệ siêu đỉnh ~ [FullHD],56,,0,,0,,,,https://www.youtube.com/watch?v=fukBfCiKS6c,192059,986,2.5033972,3,216,108,0.06,58,36,10,7,64e05992a38067d1da6d1445cfdf13cb,0.151,,,,7.281.788 lượt xem,"
    Phim hành động Lý Liên Kiệt ~Cận vệ  siêu đỉnh ~ [FullHD]
  ","Xuất bản 13 thg 9, 2017","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDcQ4TkiEwi0o6WJoZPiAhWaIyoKHYz_BqAo-B0"" href=""/channel/UCAyLr0GGU1CkYkpZLxRLKJg"">Manh Linh Nguyen</a>
  ",https://www.youtube.com/watch?v=fukBfCiKS6c,,,
https://www.youtube.com/channel/UCxy1uP-EH7_BFBEi3YwX2mw,text/html, charset=utf-8,200,OK,BANGTANFM - YouTube,19,202,BANGTAN BOYS (방탄소년단) fm. Subscribe,34,249,"video, chia sẻ, điện thoại chụp ảnh, điện thoại video, miễn phí, tải lên",72,BANGTANFM,9,,0,BANGTANFM,9,Trang chủ,10,,,,https://www.youtube.com/channel/UCxy1uP-EH7_BFBEi3YwX2mw,243935,715,1.5688605,3,115,48,0.03,75,46,13,13,631b01ea436a0c6bb51791af5966fbaf,0.642,,,,,,,,https://www.youtube.com/channel/UCxy1uP-EH7_BFBEi3YwX2mw,,,
https://www.youtube.com/watch_videos?title=Khiêu+vũ+-+Chủ+đề&type=0&video_ids=l69y0AKaAxA%2C1cE5OWuuxe0%2CyECxBufCVXA%2C51SwvNpYgfs%2C1H_0h1sSQqo%2CYkLxjkNQqlo&more_url=,text/html, charset=utf-8,303,See Other,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,0,0,0,3,1,1,0,0,0,0,0,,0.388,,https://www.youtube.com/watch?v=l69y0AKaAxA&list=TLGGMmd7l_oEhacxMTA1MjAxOQ,HTTP Redirect,,,,,https://www.youtube.com/watch_videos?title=Khi%C3%AAu+v%C5%A9+-+Ch%E1%BB%A7+%C4%91%E1%BB%81&type=0&video_ids=l69y0AKaAxA%2C1cE5OWuuxe0%2CyECxBufCVXA%2C51SwvNpYgfs%2C1H_0h1sSQqo%2CYkLxjkNQqlo&more_url=,,,
https://www.youtube.com/watch?v=li8h8kPgzFE,text/html, charset=utf-8,200,OK,HỌC TÀI THI TẠCH (Bạc Phận Parody) I Nhạc chế I Kem Xôi Parody - YouTube,72,639,"Học tài thi phận, học giỏi mà thi tạch. Nỗi buồn này chắc phổ biến lắm đúng không? Nghe Bạc Phận Parody của Cua Mề để xem có đồng cảm không nhé! Thực hiện bở...",160,986,"kemxoitv, kem xoi parody, nhạc chế, nhac che, nhạc chế hot nhất, nhạc chế hot nhất 2019, nhạc chế mới nhất, nhạc chế hay, nhac che kem xoi, kem xôi tv, kem x...",160,Video này không sẵn có.,23,HỌC TÀI THI TẠCH (Bạc Phận Parody) I Nhạc chế I Kem Xôi Parody,62,Bản phiên âm,12,,0,,,,https://www.youtube.com/watch?v=li8h8kPgzFE,226503,1075,2.3478718,3,245,111,0.06,64,43,10,7,93dbea3eedc954904750657ffd0cad52,0.154,,,,1.525.694 lượt xem,"
    HỌC TÀI THI TẠCH (Bạc Phận Parody) I Nhạc chế I Kem Xôi Parody
  ","Đã công chiếu vào 9 thg 5, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CD0Q4TkiEwiYvdeJoZPiAhUvxUwCHUnnAZYo-B0"" href=""/channel/UCwmGtR0_8bKjGZDOxcRCHag"">Cua Mề</a>
  ",https://www.youtube.com/watch?v=li8h8kPgzFE,,,
